"","id","nome","cpf","rua","terreno","casa","X","dms_x_M02","dms_x_M03","dms_x_M04","dms_x_M01","dms_y_M02","dms_y_M03","dms_y_M04","dms_y_M01","x_M02","x_M03","x_M04","x_M01","y_M02","y_M03","y_M04","y_M01"
"217",217,"Ze_e_Maria_217",40095157417,"av Palmeira do Miriti",216,216,217,"59°54′56,2″W","59°54′55,8″W","59°54′55,6″W","59°54′56,1″W","3°4′0,0″S","3°3′59,7″S","3°4′0,0″S","3°4′0,2″S",-59.9156137950129,-59.9154862978066,-59.9154518934126,-59.91557969074,-3.06665353156222,-3.0665957897958,-3.06667049856256,-3.06672889968421
"218",218,"Ze_e_Maria_218",98138779292,"av Palmeira do Miriti",116,116,218,"59°54′56,7″W","59°54′56,2″W","59°54′56,1″W","59°54′56,5″W","3°4′0,2″S","3°4′0,0″S","3°4′0,2″S","3°4′0,4″S",-59.9157397171504,-59.9156137950129,-59.91557969074,-59.915705805618,-3.06671056000128,-3.06665353156222,-3.06672889968421,-3.06678653195621
"219",219,"Ze_e_Maria_219",94185250600,"av Palmeira do Miriti",218,NA,219,"59°54′56,3″W","59°54′55,9″W","59°54′55,8″W","59°54′56,2″W","3°3′59,7″S","3°3′59,5″S","3°3′59,7″S","3°4′0,0″S",-59.9156473559795,-59.9155206690443,-59.9154862978066,-59.9156137950129,-3.06657948488614,-3.0665205572412,-3.0665957897958,-3.06665353156222
"220",220,"Ze_e_Maria_220",48622962007,"av Palmeira do Miriti",118,NA,220,"59°54′56,8″W","59°54′56,3″W","59°54′56,2″W","59°54′56,7″W","3°3′59,9″S","3°3′59,7″S","3°4′0,0″S","3°4′0,2″S",-59.9157736270171,-59.915647426238,-59.9156137950129,-59.9157397171504,-3.06663821928271,-3.06657932987248,-3.06665353156222,-3.06671056000128
"221",221,"Ze_e_Maria_221",67417457576,"av Palmeira do Miriti",220,NA,221,"59°54′56,5″W","59°54′56,0″W","59°54′55,9″W","59°54′56,3″W","3°3′59,4″S","3°3′59,2″S","3°3′59,5″S","3°3′59,7″S",-59.915683062939,-59.9155569133702,-59.915520919451,-59.9156472716352,-3.0664980764233,-3.06644146268512,-3.06652068308365,-3.06657944565392
"222",222,"Ze_e_Maria_222",26928038040,"av Palmeira do Miriti",120,NA,222,"59°54′56,9″W","59°54′56,5″W","59°54′56,3″W","59°54′56,8″W","3°3′59,6″S","3°3′59,4″S","3°3′59,7″S","3°3′59,9″S",-59.9158103884673,-59.915683062939,-59.9156473541886,-59.9157734879644,-3.06655540997427,-3.0664980764233,-3.06657948883737,-3.06663815439619
"223",223,"Ze_e_Maria_223",91196806937,"av Palmeira do Miriti",222,NA,223,"59°54′56,6″W","59°54′56,1″W","59°54′56,0″W","59°54′56,5″W","3°3′59,1″S","3°3′58,9″S","3°3′59,2″S","3°3′59,4″S",-59.9157186353187,-59.9155918997562,-59.9155569133702,-59.915683062939,-3.06641720490252,-3.06636171685806,-3.06644146268512,-3.0664980764233
"224",224,"Ze_e_Maria_224",71850120729,"av Palmeira do Miriti",122,NA,224,"59°54′57,1″W","59°54′56,6″W","59°54′56,5″W","59°54′56,9″W","3°3′59,3″S","3°3′59,1″S","3°3′59,4″S","3°3′59,6″S",-59.9158493303746,-59.9157186353187,-59.915683062939,-59.9158103884673,-3.06647380084296,-3.06641720490252,-3.0664980764233,-3.06655540997427
"225",225,"Ze_e_Maria_225",44467747851,"av Palmeira do Miriti",224,NA,225,"59°54′56,7″W","59°54′56,3″W","59°54′56,1″W","59°54′56,6″W","3°3′58,8″S","3°3′58,6″S","3°3′58,9″S","3°3′59,1″S",-59.9157561571811,-59.9156266809278,-59.9155918997562,-59.9157187490291,-3.06633190135828,-3.06628383727121,-3.06636171685806,-3.06641694638926
"226",226,"Ze_e_Maria_226",45255707724,"av Palmeira do Miriti",124,124,226,"59°54′57,2″W","59°54′56,7″W","59°54′56,6″W","59°54′57,1″W","3°3′59,0″S","3°3′58,8″S","3°3′59,1″S","3°3′59,3″S",-59.9158913382216,-59.9157561571811,-59.9157186353187,-59.9158493303746,-3.06638295247137,-3.06633190135828,-3.06641720490252,-3.06647380084296
"227",227,"Ze_e_Maria_227",16251578246,"av Palmeira do Miriti",226,NA,227,"59°54′56,9″W","59°54′56,4″W","59°54′56,3″W","59°54′56,7″W","3°3′58,5″S","3°3′58,3″S","3°3′58,6″S","3°3′58,8″S",-59.9157964280865,-59.915665513564,-59.9156266893382,-59.9157561571811,-3.06624034804124,-3.06619739802351,-3.06628381847663,-3.06633190135828
"228",228,"Ze_e_Maria_228",34002704270,"av Palmeira do Miriti",126,126,228,"59°54′57,4″W","59°54′56,9″W","59°54′56,7″W","59°54′57,2″W","3°3′58,6″S","3°3′58,5″S","3°3′58,8″S","3°3′59,0″S",-59.9159353492805,-59.9157964280865,-59.9157561613149,-59.9158913382216,-3.06628514062134,-3.06624034804124,-3.06633189196039,-3.06638295247137
"229",229,"Ze_e_Maria_229",63871731999,"av Palmeira do Miriti",228,NA,229,"59°54′57,0″W","59°54′56,5″W","59°54′56,4″W","59°54′56,9″W","3°3′58,1″S","3°3′58,0″S","3°3′58,3″S","3°3′58,5″S",-59.9158400812305,-59.9157080675828,-59.915665513564,-59.9157964280865,-3.06614109934608,-3.066102969445,-3.06619739802351,-3.06624034804124
"230",230,"Ze_e_Maria_230",72736427768,"av Palmeira do Miriti",128,NA,230,"59°54′57,5″W","59°54′57,0″W","59°54′56,9″W","59°54′57,4″W","3°3′58,2″S","3°3′58,1″S","3°3′58,5″S","3°3′58,6″S",-59.9159819864445,-59.9158400150821,-59.9157964280865,-59.9159353492805,-3.06618051680433,-3.0661412558061,-3.06624034804124,-3.06628514062134
"231",232,"Ze_e_Maria_231",46392214143,"av Palmeira do Miriti",136,136,231,"59°54′58,3″W","59°54′57,8″W","59°54′57,7″W","59°54′58,1″W","3°3′56,3″S","3°3′56,2″S","3°3′56,5″S","3°3′56,6″S",-59.916182594467,-59.9160478603449,-59.9160154646395,-59.9161495598616,-3.06563239234799,-3.06560200162944,-3.06568332442912,-3.06573331626768
"232",235,"Ze_e_Maria_232",61987211551,"av Palmeira do Miriti",236,236,232,"59°54′57,8″W","59°54′57,3″W","59°54′57,2″W","59°54′57,7″W","3°3′56,2″S","3°3′56,1″S","3°3′56,3″S","3°3′56,5″S",-59.9160478603448,-59.915918612295,-59.915894981455,-59.9160154646395,-3.06560200162944,-3.06557059418344,-3.06563398321761,-3.06568332442912
"233",236,"Ze_e_Maria_233",62207570271,"av Ipixuna",112,112,233,"59°54′52,3″W","59°54′52,4″W","59°54′51,9″W","59°54′51,9″W","3°4′2,2″S","3°4′1,9″S","3°4′1,8″S","3°4′2,1″S",-59.9145317161548,-59.9145596690654,-59.9144301631747,-59.9144030091265,-3.06728511720707,-3.06719591101892,-3.06716011194701,-3.06725069631552
"234",237,"Ze_e_Maria_234",46055944963,"av Ipixuna",114,114,234,"59°54′51,9″W","59°54′51,9″W","59°54′51,6″W","59°54′51,6″W","3°4′2,1″S","3°4′1,4″S","3°4′1,4″S","3°4′2,0″S",-59.9144030091265,-59.9144301297545,-59.914326063499,-59.9143262310877,-3.06725069631552,-3.0671602234348,-3.06713325038826,-3.06722973135247
